,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100
彼方まりあ,4,1,0,0,0,0,1,1,0,2,0,0,0,3,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,4,0,5,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,2,0,0,1,3,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,1,0,4,1
安西優子,1,2,0,2,2,0,0,0,1,1,0,0,2,0,0,3,1,1,2,2,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,2,1,3,0,0,1,0,0,1,0,0,3,0,0,0,0,0,2,0,0,1,1,1,0,1,1,0,0,0,1,2,1,0,0,0,1,1,1,0,2,3,2,0,0,1,1,1,0,0,0,1,0,1,1,0,2,0,2,3,0,2
小倉奈々,6,2,1,0,0,1,0,0,0,4,0,1,0,2,0,1,3,0,2,0,0,0,1,1,0,1,1,2,0,0,0,1,0,2,0,3,1,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,1,2,1,0,0,0,1,1,0,3,0,1,0,0,1,0,1,3,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,2,0,1,0,2,3,5,1,0
中島流香,0,1,1,1,1,3,0,0,0,3,1,0,0,2,3,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,1,0,2,1,2,1,2,0,1,0,0,0,0,1,1,0,1,2,1,0,0,0,0,2,0,0,1,0,3,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,1,1,0,1
藍乃りこ,3,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,2,1,0,3,0,1,2,0,0,2,1,1,1,0,2,0,3,0,0,0,1,3,0,0,0,4,0,0,0,1,0,1,6,1,0,0,2,1,0,0,3,0,0,1,0,0,0,1,1,0,0,1,1,0,0,3,0,0,0,0,0,1,0,0,3,2,1,1,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0
美河さき,0,0,0,0,1,0,1,0,0,0,0,0,1,2,2,0,0,1,1,1,0,0,0,1,0,1,0,0,2,0,1,0,1,4,1,0,0,0,0,0,1,0,0,2,0,3,0,3,0,1,0,0,2,0,0,2,0,0,0,2,0,1,2,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,3,0,2,2,0,0,0,0,0,0,0,0,2,1,3,1,0,0
風間ルミ,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,2,2,1,1,0,2,1,2,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,3,1,0,0,1,1,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0
煌芽木ひかる,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1
真下礼子,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,2,0,0,0,3,0,0,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0
サーシャ・グレイ,1,2,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,1,2,2,0,0,2,0,1,0,0,2,0,0,0,1,0,0,2,1,1,1,1,2,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,1,0,2,1,1,0,0,4,0,0,2,2,2,0,0,0,0,0,1,0,0,1,0,1,0,1
COCONA,1,0,4,1,0,0,1,0,0,2,1,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,2,0,0,1,0,1,0,0,1,2,4,0,0,0,5,1,0,0,1,0,0,0,0,0,0,5,1,2,0,1,0,2,0,0,1,0,2,4,1,1,1,0,1,1,2,0,0,2,0,0,0,2,1,0,0,1,0,0,0,0,0,1,2,0,3,0,1,0
あやせめる,0,0,1,0,1,0,2,0,2,0,1,1,0,1,3,2,0,1,0,0,0,1,0,2,0,0,1,0,1,0,1,1,0,1,3,0,3,0,2,0,0,2,0,0,0,1,0,1,0,2,0,0,1,0,0,0,1,1,2,1,1,0,1,0,1,0,1,1,0,0,1,1,0,3,0,0,0,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1
中居ちはる,0,0,0,0,0,1,0,1,0,0,2,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,2,2,0,0,1,0,4,1,0,1,1,2,0,3,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,1,3,0,1,0,0,0,0,0,0,0,2,1,0,1,0,3,1,0,0,1,0,1,0,4,0,1,2,0,0,0,0,0,0,0,0
桐岡さつき,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,2,1,0,0,2,0,1,1,0,3,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
櫻井夕樹,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0
加藤ディーナ,1,2,1,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,3,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0
茜笑美,1,0,1,0,0,3,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,1,0,1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0
西山希,1,2,0,0,0,1,0,0,0,3,1,0,2,1,0,0,0,5,1,0,0,0,1,0,2,1,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2,0,3,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,2,0,3,0,0,2,0,3,2,0,0,1,0,0,0,3,1,0,0,1,1,1,0,0,0,0,0
西川紗希,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,2,0,0,1,0,1,0,1,2,0,2,1,0,1,0,0,0,1,0,1,0,1,0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,7,0,1,5,1,0,0,0
早乙女らぶ,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,3,0,0,0,1,1,0,1,0,3,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
葵つかさ,1,0,0,3,2,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,1,0,0,0,1,1,3,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
双葉あみ,1,1,1,2,1,2,1,0,0,2,0,0,0,1,0,1,1,3,0,0,1,0,2,1,0,0,0,0,3,0,0,1,2,0,0,1,0,0,1,1,0,0,1,0,0,0,0,4,2,0,0,1,4,1,0,1,2,0,1,0,1,0,0,1,1,0,0,0,0,1,2,1,0,0,1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1,0,2,1,1,0
双葉まみ,1,1,1,1,0,0,1,1,1,0,0,0,0,5,0,0,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,2,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,2,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,4,0,1,0,0
沢アリサ,0,3,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,2,0,0,1,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,1,2,0,0,0,2,3,0,3,0,1,0,1,1,1,0,1,0,2,0,3,0,0,3,0,0,0,0
琥珀うた,0,1,0,1,0,1,1,0,0,0,1,0,0,0,3,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,1,0,0,5,0,0,1,1,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,2,1,1,1,1,0,0,0,0,0,0,1,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
原田明絵,0,3,0,2,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,2,1,0,0,1,1,0,1,0,2,0,0,0,1,1,0,0,3,0,1,0,0,0,2,0,0,0,0,0,2,0,1,0,0,5,1,1,1,2,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,1,2,5,2,0,0,0,0,0,0,1,0,0,2,5,1,0
星美りか,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3,0,0,0,0,1,0,0,0,1,3,1,0,0,1,3,1,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,0,1,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0
仁科百華,0,1,0,3,0,3,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,2,0,1,2,0,1,2,0,0,0,0,7,1,0,0,2,2,1,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,1,2,0,0,0,0,1,0,0,1,0,1,2,0,0,2,2,1,0,0
やまぐちりこ,0,1,1,0,1,6,1,0,0,2,0,0,0,1,2,0,0,0,0,1,0,0,1,2,0,0,0,2,2,0,0,0,0,0,1,0,1,3,1,2,1,0,0,1,1,0,1,0,4,0,1,1,1,0,0,0,1,0,1,0,1,0,1,3,2,0,0,1,0,1,0,0,0,1,1,1,0,1,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,2,1,0,1,0
藤江まみ,2,0,0,0,1,0,1,1,0,2,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,2,0,0,2,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
柚木彩華,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,1,3,1,0,0,1,1,0,2,0,0,0,0,2,2,2,2,0,1,1,1,0,0,0,0,2,1,0,1,2,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0
今井かのん,1,3,0,1,0,3,0,2,1,1,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,6,3,0,0,1,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,1,0,1,1,0,0,1,1,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,1,3,0,0,4,2,0,0,3,0,1,0,0,0,0
三ツ星りぼん,2,3,0,1,0,3,0,3,0,1,1,0,1,1,0,1,1,0,0,0,1,1,2,0,1,0,1,1,5,1,1,2,1,0,3,1,0,2,3,1,0,0,0,0,1,1,0,2,0,0,1,1,0,0,2,1,0,1,0,0,1,0,0,1,1,2,0,0,0,0,1,0,1,1,0,0,0,0,1,0,2,2,0,0,5,1,0,0,0,0,0,2,2,2,0,0,1,1,0,0
美咲アリア,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
御堂リリア,1,0,0,1,0,3,2,0,0,1,0,1,1,3,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
優希まこと,1,0,1,2,0,4,0,0,0,1,2,0,0,1,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,1,1,1,1,0,0,0,0,1,2,2,1,0,1,1,0,1,0,0,0,2,0,0,0,0,2,0,0,2,0,0,1,1,1,0,0
朝倉ことみ,0,0,1,3,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,2,0,0,1,2,1,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,3,1,0,2,0,0,0,0,1,0,0,0,2,2,0,0,0,0,2,0
明日菜,2,3,0,0,1,0,3,2,1,0,0,0,1,0,0,1,1,2,0,0,0,3,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,2,1,1,4,1,1,0,3,0,0,0,3,0,0,0,3,0,2,0,0,5,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0
河合玲,0,0,0,0,0,0,1,0,0,2,0,1,0,0,2,3,0,0,0,0,1,0,1,1,0,1,3,0,0,0,0,0,1,1,0,0,1,2,1,0,0,1,0,0,0,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,0,1,1,0,0,1,1,0,0,0,1,0,2,0,0,1,1,0,0,0,1,0,1,0
飯倉えりか,8,2,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,3,0,0,0,0,2,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0
清瀬リアナ,0,0,1,0,3,0,1,1,2,0,1,0,1,4,0,1,0,0,3,1,2,1,1,0,0,1,1,0,0,2,1,0,5,0,0,0,0,2,0,2,1,0,1,0,1,0,0,2,0,2,0,4,0,0,0,0,0,3,1,1,1,0,0,1,0,0,0,0,1,0,2,1,0,0,2,2,1,0,3,0,0,2,1,2,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0
荒木瞳,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,5,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
宮崎由麻,2,1,0,0,1,0,0,2,1,0,0,0,0,0,2,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,2,0,2,0,0,1,0
上村れな,0,1,0,0,1,3,2,1,1,2,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,3,1,0,0,1,0,2,0,0,0,0,3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,2,1,2,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
蘭々,3,0,1,0,1,1,1,2,1,0,0,0,0,1,2,0,0,2,0,0,0,0,3,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,1,0,0,2,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0
北川ゆり,1,1,0,1,1,1,0,1,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,2,1,2,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,2,0,3,1,0,0,1,2,0,1,0,0,0,0
西野ちな,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,2,0,0,0,2,1,1,0,0,1,0,0,0,1,2,2,0,0,1,0,3,0,1,0,0,2,0,0,2,0,0,0,2,0,1,2,0,0,0,2,0,0,1,1,0,0,0,2,0,1,0,1,0,0,2,0,1,0,1,1,0,1,0,0,0,0,0,0,2,1,1,2,0,0,1,0,1,1,1,3,0,1,4
秋本詩音,0,1,0,1,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,1,1,0,1,0,0,1,0,0,2,0,0,1,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,0,1,1,0,0,0,0,2,4,0,0,4,0,0,1,1,1,0,0,0,0,0,0
進藤みく,0,1,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,1,1,2,0,1,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0
鈴木志穂,2,0,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,1,1,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,1,3,0,0,0,1,0,0,0,0,1,2,0,0,0,2,3,0,1,0,1,0,2,0,0,0,3,0,0,1
早坂あずき,2,0,1,0,0,2,2,1,0,0,0,0,0,0,2,2,0,2,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,1,1,0,3,0,0,0,1,0,0,1,2,0,1,2,1,2,0,0,1,1,0,1,0,0,0,0,0,2,1,0,1,0,2,1,2,0,1,0,0,1,0,0,0,0,0,0,3,0,1,2,0,0
真木こころ,1,0,0,1,0,1,2,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,0,1,0,0,2,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,4,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0
風見リナ,0,0,1,1,0,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,3,1,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0
有沢りさ,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,3,0,1,0,1
あいみ,0,2,0,3,3,1,0,2,0,0,0,1,1,0,1,0,3,2,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2,1,0,1,0,1,0,0,0,1,1,0,1,2,0,1,1,0,1,1,1,2,0,1,1,3,0,0
とこな由羽,3,1,0,0,0,0,1,0,0,1,0,0,1,2,1,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,2,0,0,0,0,0,0,0,1,0,2,2,0,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
喜多嶋りお,1,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,4,1,0,1,0,0,0,0,1,0,0,1,2,2,0,0,1,0,1,1,1,4,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,2,1,2,2,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,5,3,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
加納瞳,0,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,3
天宮まりる,0,1,1,0,0,0,0,1,0,0,1,0,0,0,4,3,0,1,0,0,2,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,3,0,0,0,2,0,0,1,0,0,2,0,0,1,1,4,0,2,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,3,0,0,0
佐藤千春,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,4,0,0,0,1,0,0,0,1,2,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0
松沢麗,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,2,1,1,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0,1,0,2,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,3,0,2,0
星花ゆう,2,0,1,0,0,0,1,0,3,0,0,3,1,4,0,0,1,1,0,1,2,0,3,0,2,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,5,1,2,0,1,0,0,0,0,0,0,1,1,2,2,0,1,1,0,2,1,0,1,0,0,1,1,0,1,1,0,1,2,0,0,0,0,0,1,0,0,0,3,1,0,1,2,1,4,1,0,0
あいみ沙希,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,2,0,0,2,3,1,0,1,1,2,1,0,0,0,0,2,1,0,0,1,1,0,2,0,2,1,2,0,0,1,0,1,1,0,0,0,0
横峯美佐子,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,3,0,1,1,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,2,0,0
星月レナ,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,3,0,2,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,3
藤北彩香,0,1,2,2,0,1,2,0,0,6,0,0,1,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,1,1,0,5,3,1,0,0,0,0,0,3,0,2,1,0,1,0,0,1,0,0,2,1,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,1,1,0,0,0,1,0,0,1,3,2,2,1,1,0
